drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB06595,4.032128024691755e-05,4.394465686995448,9,Midostaurin,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06595|P07437,,
DB06616,4.023432317519461e-05,4.395403300009962,10,Bosutinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB06616|P30536,,
DB06616,4.023432317519461e-05,4.395403300009962,10,Bosutinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB06616|P35372,,
DB06616,4.023432317519461e-05,4.395403300009962,10,Bosutinib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB06616|P25101,,
DB06616,4.023432317519461e-05,4.395403300009962,10,Bosutinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB06616|P03372,,
DB06616,4.023432317519461e-05,4.395403300009962,10,Bosutinib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB06616|P34903,,
DB06616,4.023432317519461e-05,4.395403300009962,10,Bosutinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB06616|Q02750,target_negativeEffect,inhibitor
DB06616,4.023432317519461e-05,4.395403300009962,10,Bosutinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB06616|P07437,,
DB00477,3.543250366791369e-05,4.450598159246188,11,Chlorpromazine,N05,Psycholeptics ,P30536,TSPO,ENSG00000100300,DB00477|P30536,,
DB00477,3.543250366791369e-05,4.450598159246188,11,Chlorpromazine,N05,Psycholeptics ,P35372,OPRM1,ENSG00000112038,DB00477|P35372,,
DB00477,3.543250366791369e-05,4.450598159246188,11,Chlorpromazine,N05,Psycholeptics ,P25101,EDNRA,ENSG00000151617,DB00477|P25101,,
DB00477,3.543250366791369e-05,4.450598159246188,11,Chlorpromazine,N05,Psycholeptics ,P03372,ESR1,ENSG00000091831,DB00477|P03372,,
DB00477,3.543250366791369e-05,4.450598159246188,11,Chlorpromazine,N05,Psycholeptics ,P34903,GABRA3,ENSG00000011677,DB00477|P34903,,
DB00477,3.543250366791369e-05,4.450598159246188,11,Chlorpromazine,N05,Psycholeptics ,Q02750,MAP2K1,ENSG00000169032,DB00477|Q02750,,
DB00477,3.543250366791369e-05,4.450598159246188,11,Chlorpromazine,N05,Psycholeptics ,P07437,TUBB,ENSG00000196230,DB00477|P07437,,
DB09130,3.248557228451422e-05,4.4883094780499935,12,,,,P30536,TSPO,ENSG00000100300,DB09130|P30536,,
DB09130,3.248557228451422e-05,4.4883094780499935,12,,,,P35372,OPRM1,ENSG00000112038,DB09130|P35372,,
DB09130,3.248557228451422e-05,4.4883094780499935,12,,,,P25101,EDNRA,ENSG00000151617,DB09130|P25101,,
DB09130,3.248557228451422e-05,4.4883094780499935,12,,,,P03372,ESR1,ENSG00000091831,DB09130|P03372,,
DB09130,3.248557228451422e-05,4.4883094780499935,12,,,,P34903,GABRA3,ENSG00000011677,DB09130|P34903,,
DB09130,3.248557228451422e-05,4.4883094780499935,12,,,,Q02750,MAP2K1,ENSG00000169032,DB09130|Q02750,,
DB09130,3.248557228451422e-05,4.4883094780499935,12,,,,P07437,TUBB,ENSG00000196230,DB09130|P07437,,
DB08865,2.941396193132518e-05,4.531446473995979,13,Crizotinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB08865|P30536,,
DB08865,2.941396193132518e-05,4.531446473995979,13,Crizotinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB08865|P35372,,
DB08865,2.941396193132518e-05,4.531446473995979,13,Crizotinib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB08865|P25101,,
DB08865,2.941396193132518e-05,4.531446473995979,13,Crizotinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB08865|P03372,,
DB08865,2.941396193132518e-05,4.531446473995979,13,Crizotinib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB08865|P34903,,
DB08865,2.941396193132518e-05,4.531446473995979,13,Crizotinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB08865|Q02750,,
DB08865,2.941396193132518e-05,4.531446473995979,13,Crizotinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB08865|P07437,,
DB12598,2.8577062960548983e-05,4.543982408350226,14,,,,P30536,TSPO,ENSG00000100300,DB12598|P30536,,
DB12598,2.8577062960548983e-05,4.543982408350226,14,,,,P35372,OPRM1,ENSG00000112038,DB12598|P35372,,
DB12598,2.8577062960548983e-05,4.543982408350226,14,,,,P25101,EDNRA,ENSG00000151617,DB12598|P25101,,
DB12598,2.8577062960548983e-05,4.543982408350226,14,,,,P03372,ESR1,ENSG00000091831,DB12598|P03372,,
DB12598,2.8577062960548983e-05,4.543982408350226,14,,,,P34903,GABRA3,ENSG00000011677,DB12598|P34903,,
DB12598,2.8577062960548983e-05,4.543982408350226,14,,,,Q02750,MAP2K1,ENSG00000169032,DB12598|Q02750,,
DB12598,2.8577062960548983e-05,4.543982408350226,14,,,,P07437,TUBB,ENSG00000196230,DB12598|P07437,,
DB00228,2.811991118531537e-05,4.550986055337432,15,Enflurane,N01,Anesthetics ,P30536,TSPO,ENSG00000100300,DB00228|P30536,,
DB00228,2.811991118531537e-05,4.550986055337432,15,Enflurane,N01,Anesthetics ,P35372,OPRM1,ENSG00000112038,DB00228|P35372,,
DB00228,2.811991118531537e-05,4.550986055337432,15,Enflurane,N01,Anesthetics ,P25101,EDNRA,ENSG00000151617,DB00228|P25101,,
DB00228,2.811991118531537e-05,4.550986055337432,15,Enflurane,N01,Anesthetics ,P03372,ESR1,ENSG00000091831,DB00228|P03372,,
DB00228,2.811991118531537e-05,4.550986055337432,15,Enflurane,N01,Anesthetics ,P34903,GABRA3,ENSG00000011677,DB00228|P34903,target_positiveEffect,potentiator
DB00228,2.811991118531537e-05,4.550986055337432,15,Enflurane,N01,Anesthetics ,Q02750,MAP2K1,ENSG00000169032,DB00228|Q02750,,
DB00228,2.811991118531537e-05,4.550986055337432,15,Enflurane,N01,Anesthetics ,P07437,TUBB,ENSG00000196230,DB00228|P07437,,
DB12831,2.713889421553359e-05,4.566407851808025,16,,,,P30536,TSPO,ENSG00000100300,DB12831|P30536,,
DB12831,2.713889421553359e-05,4.566407851808025,16,,,,P35372,OPRM1,ENSG00000112038,DB12831|P35372,,
DB12831,2.713889421553359e-05,4.566407851808025,16,,,,P25101,EDNRA,ENSG00000151617,DB12831|P25101,,
DB12831,2.713889421553359e-05,4.566407851808025,16,,,,P03372,ESR1,ENSG00000091831,DB12831|P03372,,
DB12831,2.713889421553359e-05,4.566407851808025,16,,,,P34903,GABRA3,ENSG00000011677,DB12831|P34903,,
DB12831,2.713889421553359e-05,4.566407851808025,16,,,,Q02750,MAP2K1,ENSG00000169032,DB12831|Q02750,,
DB12831,2.713889421553359e-05,4.566407851808025,16,,,,P07437,TUBB,ENSG00000196230,DB12831|P07437,,
DB00458,2.5826613451747543e-05,4.587932537521694,17,Imipramine,N06,Psychoanaleptics ,P30536,TSPO,ENSG00000100300,DB00458|P30536,,
DB00458,2.5826613451747543e-05,4.587932537521694,17,Imipramine,N06,Psychoanaleptics ,P35372,OPRM1,ENSG00000112038,DB00458|P35372,,
DB00458,2.5826613451747543e-05,4.587932537521694,17,Imipramine,N06,Psychoanaleptics ,P25101,EDNRA,ENSG00000151617,DB00458|P25101,,
DB00458,2.5826613451747543e-05,4.587932537521694,17,Imipramine,N06,Psychoanaleptics ,P03372,ESR1,ENSG00000091831,DB00458|P03372,,
DB00458,2.5826613451747543e-05,4.587932537521694,17,Imipramine,N06,Psychoanaleptics ,P34903,GABRA3,ENSG00000011677,DB00458|P34903,,
DB00458,2.5826613451747543e-05,4.587932537521694,17,Imipramine,N06,Psychoanaleptics ,Q02750,MAP2K1,ENSG00000169032,DB00458|Q02750,,
DB00458,2.5826613451747543e-05,4.587932537521694,17,Imipramine,N06,Psychoanaleptics ,P07437,TUBB,ENSG00000196230,DB00458|P07437,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A01,Stomatological preparations ,P30536,TSPO,ENSG00000100300,DB01110|P30536,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A01,Stomatological preparations ,P35372,OPRM1,ENSG00000112038,DB01110|P35372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A01,Stomatological preparations ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A01,Stomatological preparations ,P03372,ESR1,ENSG00000091831,DB01110|P03372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A01,Stomatological preparations ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A01,Stomatological preparations ,Q02750,MAP2K1,ENSG00000169032,DB01110|Q02750,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A01,Stomatological preparations ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P30536,TSPO,ENSG00000100300,DB01110|P30536,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P35372,OPRM1,ENSG00000112038,DB01110|P35372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P03372,ESR1,ENSG00000091831,DB01110|P03372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",Q02750,MAP2K1,ENSG00000169032,DB01110|Q02750,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents ",P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,D01,Antifungals for dermatological use ,P30536,TSPO,ENSG00000100300,DB01110|P30536,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,D01,Antifungals for dermatological use ,P35372,OPRM1,ENSG00000112038,DB01110|P35372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,D01,Antifungals for dermatological use ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,D01,Antifungals for dermatological use ,P03372,ESR1,ENSG00000091831,DB01110|P03372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,D01,Antifungals for dermatological use ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,D01,Antifungals for dermatological use ,Q02750,MAP2K1,ENSG00000169032,DB01110|Q02750,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,D01,Antifungals for dermatological use ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P30536,TSPO,ENSG00000100300,DB01110|P30536,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P35372,OPRM1,ENSG00000112038,DB01110|P35372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P03372,ESR1,ENSG00000091831,DB01110|P03372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,G01,Gynecological antiinfectives and antiseptics ,Q02750,MAP2K1,ENSG00000169032,DB01110|Q02750,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,G01,Gynecological antiinfectives and antiseptics ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,J02,Antimycotics for systemic use ,P30536,TSPO,ENSG00000100300,DB01110|P30536,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,J02,Antimycotics for systemic use ,P35372,OPRM1,ENSG00000112038,DB01110|P35372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,J02,Antimycotics for systemic use ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,J02,Antimycotics for systemic use ,P03372,ESR1,ENSG00000091831,DB01110|P03372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,J02,Antimycotics for systemic use ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,J02,Antimycotics for systemic use ,Q02750,MAP2K1,ENSG00000169032,DB01110|Q02750,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,J02,Antimycotics for systemic use ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,S02,Otologicals ,P30536,TSPO,ENSG00000100300,DB01110|P30536,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,S02,Otologicals ,P35372,OPRM1,ENSG00000112038,DB01110|P35372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,S02,Otologicals ,P25101,EDNRA,ENSG00000151617,DB01110|P25101,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,S02,Otologicals ,P03372,ESR1,ENSG00000091831,DB01110|P03372,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,S02,Otologicals ,P34903,GABRA3,ENSG00000011677,DB01110|P34903,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,S02,Otologicals ,Q02750,MAP2K1,ENSG00000169032,DB01110|Q02750,,
DB01110,2.558191847705472e-05,4.592066889382148,18,Miconazole,S02,Otologicals ,P07437,TUBB,ENSG00000196230,DB01110|P07437,,
DB06848,2.5437010415918105e-05,4.594533932181029,19,,,,P30536,TSPO,ENSG00000100300,DB06848|P30536,,
DB06848,2.5437010415918105e-05,4.594533932181029,19,,,,P35372,OPRM1,ENSG00000112038,DB06848|P35372,,
DB06848,2.5437010415918105e-05,4.594533932181029,19,,,,P25101,EDNRA,ENSG00000151617,DB06848|P25101,,
DB06848,2.5437010415918105e-05,4.594533932181029,19,,,,P03372,ESR1,ENSG00000091831,DB06848|P03372,,
DB06848,2.5437010415918105e-05,4.594533932181029,19,,,,P34903,GABRA3,ENSG00000011677,DB06848|P34903,,
DB06848,2.5437010415918105e-05,4.594533932181029,19,,,,Q02750,MAP2K1,ENSG00000169032,DB06848|Q02750,,
DB06848,2.5437010415918105e-05,4.594533932181029,19,,,,P07437,TUBB,ENSG00000196230,DB06848|P07437,,
DB06849,2.5437010415918105e-05,4.594533932181029,19,,,,P30536,TSPO,ENSG00000100300,DB06849|P30536,,
DB06849,2.5437010415918105e-05,4.594533932181029,19,,,,P35372,OPRM1,ENSG00000112038,DB06849|P35372,,
DB06849,2.5437010415918105e-05,4.594533932181029,19,,,,P25101,EDNRA,ENSG00000151617,DB06849|P25101,,
DB06849,2.5437010415918105e-05,4.594533932181029,19,,,,P03372,ESR1,ENSG00000091831,DB06849|P03372,,
DB06849,2.5437010415918105e-05,4.594533932181029,19,,,,P34903,GABRA3,ENSG00000011677,DB06849|P34903,,
DB06849,2.5437010415918105e-05,4.594533932181029,19,,,,Q02750,MAP2K1,ENSG00000169032,DB06849|Q02750,,
DB06849,2.5437010415918105e-05,4.594533932181029,19,,,,P07437,TUBB,ENSG00000196230,DB06849|P07437,,
DB04216,2.54326864711725e-05,4.594607762593337,21,,,,P30536,TSPO,ENSG00000100300,DB04216|P30536,,
DB04216,2.54326864711725e-05,4.594607762593337,21,,,,P35372,OPRM1,ENSG00000112038,DB04216|P35372,,
DB04216,2.54326864711725e-05,4.594607762593337,21,,,,P25101,EDNRA,ENSG00000151617,DB04216|P25101,,
DB04216,2.54326864711725e-05,4.594607762593337,21,,,,P03372,ESR1,ENSG00000091831,DB04216|P03372,,
DB04216,2.54326864711725e-05,4.594607762593337,21,,,,P34903,GABRA3,ENSG00000011677,DB04216|P34903,,
DB04216,2.54326864711725e-05,4.594607762593337,21,,,,Q02750,MAP2K1,ENSG00000169032,DB04216|Q02750,,
DB04216,2.54326864711725e-05,4.594607762593337,21,,,,P07437,TUBB,ENSG00000196230,DB04216|P07437,,
DB01254,2.510606658144163e-05,4.60022132375806,22,Dasatinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB01254|P30536,,
DB01254,2.510606658144163e-05,4.60022132375806,22,Dasatinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB01254|P35372,,
DB01254,2.510606658144163e-05,4.60022132375806,22,Dasatinib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB01254|P25101,,
DB01254,2.510606658144163e-05,4.60022132375806,22,Dasatinib,L01,Antineoplastic agents ,P03372,ESR1,ENSG00000091831,DB01254|P03372,,
DB01254,2.510606658144163e-05,4.60022132375806,22,Dasatinib,L01,Antineoplastic agents ,P34903,GABRA3,ENSG00000011677,DB01254|P34903,,
DB01254,2.510606658144163e-05,4.60022132375806,22,Dasatinib,L01,Antineoplastic agents ,Q02750,MAP2K1,ENSG00000169032,DB01254|Q02750,,
DB01254,2.510606658144163e-05,4.60022132375806,22,Dasatinib,L01,Antineoplastic agents ,P07437,TUBB,ENSG00000196230,DB01254|P07437,,
DB11828,2.39836995303276e-05,4.620083825337111,23,Neratinib,L01,Antineoplastic agents ,P30536,TSPO,ENSG00000100300,DB11828|P30536,,
DB11828,2.39836995303276e-05,4.620083825337111,23,Neratinib,L01,Antineoplastic agents ,P35372,OPRM1,ENSG00000112038,DB11828|P35372,,
DB11828,2.39836995303276e-05,4.620083825337111,23,Neratinib,L01,Antineoplastic agents ,P25101,EDNRA,ENSG00000151617,DB11828|P25101,,
