drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB09083,0.0001000472459035,3.999794862103574,2,Ivabradine,C01,Cardiac therapy,O15379,HDAC3,ENSG00000171720,DB09083|O15379,,
DB09083,0.0001000472459035,3.999794862103574,2,Ivabradine,C01,Cardiac therapy,Q9UKV0,HDAC9,ENSG00000048052,DB09083|Q9UKV0,,
DB09083,0.0001000472459035,3.999794862103574,2,Ivabradine,C01,Cardiac therapy,P12931,SRC,ENSG00000197122,DB09083|P12931,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,Q13547,HDAC1,ENSG00000116478,DB00143|Q13547,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,Q9UQL6,HDAC5,ENSG00000108840,DB00143|Q9UQL6,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,Q92769,HDAC2,ENSG00000196591,DB00143|Q92769,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,P09884,POLA1,ENSG00000101868,DB00143|P09884,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,P12268,IMPDH2,ENSG00000178035,DB00143|P12268,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,P07947,YES1,ENSG00000176105,DB00143|P07947,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,P06241,FYN,ENSG00000010810,DB00143|P06241,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,P56524,HDAC4,ENSG00000068024,DB00143|P56524,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,Q8WUI4,HDAC7,ENSG00000061273,DB00143|Q8WUI4,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,O15379,HDAC3,ENSG00000171720,DB00143|O15379,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,Q9UKV0,HDAC9,ENSG00000048052,DB00143|Q9UKV0,,
DB00143,6.374031065955237e-05,4.195585824178876,3,Glutathione,V03,All other therapeutic products ,P12931,SRC,ENSG00000197122,DB00143|P12931,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,Q13547,HDAC1,ENSG00000116478,DB03310|Q13547,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,Q9UQL6,HDAC5,ENSG00000108840,DB03310|Q9UQL6,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,Q92769,HDAC2,ENSG00000196591,DB03310|Q92769,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,P09884,POLA1,ENSG00000101868,DB03310|P09884,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,P12268,IMPDH2,ENSG00000178035,DB03310|P12268,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,P07947,YES1,ENSG00000176105,DB03310|P07947,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,P06241,FYN,ENSG00000010810,DB03310|P06241,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,P56524,HDAC4,ENSG00000068024,DB03310|P56524,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,Q8WUI4,HDAC7,ENSG00000061273,DB03310|Q8WUI4,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,O15379,HDAC3,ENSG00000171720,DB03310|O15379,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,Q9UKV0,HDAC9,ENSG00000048052,DB03310|Q9UKV0,,
DB03310,6.052342276400677e-05,4.21807651942136,4,,,,P12931,SRC,ENSG00000197122,DB03310|P12931,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,Q13547,HDAC1,ENSG00000116478,DB03619|Q13547,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,Q9UQL6,HDAC5,ENSG00000108840,DB03619|Q9UQL6,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,Q92769,HDAC2,ENSG00000196591,DB03619|Q92769,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,P09884,POLA1,ENSG00000101868,DB03619|P09884,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,P12268,IMPDH2,ENSG00000178035,DB03619|P12268,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,P07947,YES1,ENSG00000176105,DB03619|P07947,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,P06241,FYN,ENSG00000010810,DB03619|P06241,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,P56524,HDAC4,ENSG00000068024,DB03619|P56524,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,Q8WUI4,HDAC7,ENSG00000061273,DB03619|Q8WUI4,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,O15379,HDAC3,ENSG00000171720,DB03619|O15379,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,Q9UKV0,HDAC9,ENSG00000048052,DB03619|Q9UKV0,,
DB03619,5.638338736532237e-05,4.248848836412687,5,,,,P12931,SRC,ENSG00000197122,DB03619|P12931,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,Q13547,HDAC1,ENSG00000116478,DB12010|Q13547,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,Q9UQL6,HDAC5,ENSG00000108840,DB12010|Q9UQL6,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,Q92769,HDAC2,ENSG00000196591,DB12010|Q92769,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,P09884,POLA1,ENSG00000101868,DB12010|P09884,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,P12268,IMPDH2,ENSG00000178035,DB12010|P12268,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,P07947,YES1,ENSG00000176105,DB12010|P07947,target_negativeEffect,inhibitor
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,P06241,FYN,ENSG00000010810,DB12010|P06241,target_negativeEffect,inhibitor
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,P56524,HDAC4,ENSG00000068024,DB12010|P56524,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,Q8WUI4,HDAC7,ENSG00000061273,DB12010|Q8WUI4,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,O15379,HDAC3,ENSG00000171720,DB12010|O15379,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,Q9UKV0,HDAC9,ENSG00000048052,DB12010|Q9UKV0,,
DB12010,5.397815892568735e-05,4.267781932340642,6,Fostamatinib,B02,Antihemorrhagics ,P12931,SRC,ENSG00000197122,DB12010|P12931,target_negativeEffect,inhibitor
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB07613|Q13547,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB07613|Q9UQL6,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB07613|Q92769,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB07613|P09884,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB07613|P12268,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB07613|P07947,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB07613|P06241,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB07613|P56524,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB07613|Q8WUI4,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB07613|O15379,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB07613|Q9UKV0,,
DB07613,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB07613|P12931,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB01897|Q13547,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB01897|Q9UQL6,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB01897|Q92769,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB01897|P09884,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB01897|P12268,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB01897|P07947,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB01897|P06241,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB01897|P56524,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB01897|Q8WUI4,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB01897|O15379,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB01897|Q9UKV0,,
DB01897,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB01897|P12931,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB07616|Q13547,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB07616|Q9UQL6,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB07616|Q92769,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB07616|P09884,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB07616|P12268,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB07616|P07947,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB07616|P06241,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB07616|P56524,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB07616|Q8WUI4,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB07616|O15379,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB07616|Q9UKV0,,
DB07616,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB07616|P12931,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB07917|Q13547,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB07917|Q9UQL6,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB07917|Q92769,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB07917|P09884,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB07917|P12268,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB07917|P07947,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB07917|P06241,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB07917|P56524,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB07917|Q8WUI4,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB07917|O15379,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB07917|Q9UKV0,,
DB07917,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB07917|P12931,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,Q13547,HDAC1,ENSG00000116478,DB13215|Q13547,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,Q9UQL6,HDAC5,ENSG00000108840,DB13215|Q9UQL6,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,Q92769,HDAC2,ENSG00000196591,DB13215|Q92769,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,P09884,POLA1,ENSG00000101868,DB13215|P09884,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,P12268,IMPDH2,ENSG00000178035,DB13215|P12268,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,P07947,YES1,ENSG00000176105,DB13215|P07947,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,P06241,FYN,ENSG00000010810,DB13215|P06241,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,P56524,HDAC4,ENSG00000068024,DB13215|P56524,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,Q8WUI4,HDAC7,ENSG00000061273,DB13215|Q8WUI4,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,O15379,HDAC3,ENSG00000171720,DB13215|O15379,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,Q9UKV0,HDAC9,ENSG00000048052,DB13215|Q9UKV0,,
DB13215,5.1144515591878176e-05,4.291200930395346,7,Sulfobromophthalein,V04,Diagnostic agents ,P12931,SRC,ENSG00000197122,DB13215|P12931,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB08790|Q13547,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB08790|Q9UQL6,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB08790|Q92769,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB08790|P09884,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB08790|P12268,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB08790|P07947,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB08790|P06241,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB08790|P56524,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB08790|Q8WUI4,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB08790|O15379,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB08790|Q9UKV0,,
DB08790,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB08790|P12931,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB08313|Q13547,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB08313|Q9UQL6,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB08313|Q92769,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB08313|P09884,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB08313|P12268,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB08313|P07947,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB08313|P06241,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB08313|P56524,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB08313|Q8WUI4,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB08313|O15379,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB08313|Q9UKV0,,
DB08313,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB08313|P12931,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB08695|Q13547,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB08695|Q9UQL6,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB08695|Q92769,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB08695|P09884,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB08695|P12268,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB08695|P07947,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB08695|P06241,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB08695|P56524,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB08695|Q8WUI4,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB08695|O15379,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB08695|Q9UKV0,,
DB08695,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB08695|P12931,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB07614|Q13547,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB07614|Q9UQL6,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB07614|Q92769,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB07614|P09884,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB07614|P12268,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB07614|P07947,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB07614|P06241,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB07614|P56524,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB07614|Q8WUI4,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB07614|O15379,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB07614|Q9UKV0,,
DB07614,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB07614|P12931,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,Q13547,HDAC1,ENSG00000116478,DB07615|Q13547,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UQL6,HDAC5,ENSG00000108840,DB07615|Q9UQL6,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,Q92769,HDAC2,ENSG00000196591,DB07615|Q92769,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,P09884,POLA1,ENSG00000101868,DB07615|P09884,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,P12268,IMPDH2,ENSG00000178035,DB07615|P12268,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,P07947,YES1,ENSG00000176105,DB07615|P07947,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,P06241,FYN,ENSG00000010810,DB07615|P06241,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,P56524,HDAC4,ENSG00000068024,DB07615|P56524,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,Q8WUI4,HDAC7,ENSG00000061273,DB07615|Q8WUI4,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,O15379,HDAC3,ENSG00000171720,DB07615|O15379,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,Q9UKV0,HDAC9,ENSG00000048052,DB07615|Q9UKV0,,
DB07615,5.1144515591878176e-05,4.291200930395346,7,,,,P12931,SRC,ENSG00000197122,DB07615|P12931,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB01268|Q13547,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840,DB01268|Q9UQL6,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB01268|Q92769,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868,DB01268|P09884,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035,DB01268|P12268,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105,DB01268|P07947,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810,DB01268|P06241,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB01268|P56524,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273,DB01268|Q8WUI4,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720,DB01268|O15379,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052,DB01268|Q9UKV0,,
DB01268,5.031198001071835e-05,4.298328590827538,17,Sunitinib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122,DB01268|P12931,,
