cmpdname,drugbank_id,atc_code,atc_label
Nicotinic acid,DB00627,C10,Lipid modifying agents 
Nicotinic acid,DB00627,C10A,"Lipid modifying agents, plain "
Nicotinic acid,DB00627,C10AD,Nicotinic acid and derivatives
Nitrogen,DB09152,V03,All other therapeutic products 
Nitrogen,DB09152,V03A,All other therapeutic products 
Nitrogen,DB09152,V03AN,Medical gases
Nitrous Oxide,DB06690,C78272,Agent Affecting Nervous System 
Nitrous Oxide,DB06690,C245,Anesthetic Agent
Nitrous Oxide,DB06690,D002491,Central Nervous System Agents 
Nitrous Oxide,DB06690,D000700,Analgesics
Nitrous Oxide,DB06690,D002491,Central Nervous System Agents 
Nitrous Oxide,DB06690,D002492,Central Nervous System Depressants 
Nitrous Oxide,DB06690,D000777,Anesthetics
Nitrous Oxide,DB06690,D018373,Peripheral Nervous System Agents 
Nitrous Oxide,DB06690,D018689,Sensory System Agents
Nitrous Oxide,DB06690,N01,Anesthetics 
Nitrous Oxide,DB06690,N01A,"Anesthetics, general"
Oxygen,DB09140,V03,All other therapeutic products 
Oxygen,DB09140,V03A,All other therapeutic products 
Oxygen,DB09140,V03AN,Medical gases
4-Aminobenzoic Acid,DB02362,D02,Emollients and protectives 
4-Aminobenzoic Acid,DB02362,D02B,Protectives against uv-radiation 
4-Aminobenzoic Acid,DB02362,D02BA,Protectives against uv-radiation for topical use
Phenol,DB03255,C05,Vasoprotectives 
Phenol,DB03255,C05B,Antivaricose therapy 
Phenol,DB03255,C05BB,Sclerosing agents for local injection
Phenol,DB03255,D08,Antiseptics and disinfectants 
Phenol,DB03255,D08A,Antiseptics and disinfectants 
Phenol,DB03255,D08AE,Phenol and derivatives
Phenol,DB03255,D000890,Anti-Infective Agents
Phenol,DB03255,D002317,Cardiovascular Agents
Phenol,DB03255,D004202,Disinfectants
Phenol,DB03255,D019999,Pharmaceutical Solutions 
Phenol,DB03255,D012597,Sclerosing Solutions
Phenol,DB03255,N01,Anesthetics 
Phenol,DB03255,N01B,"Anesthetics, local"
Phenol,DB03255,R02,Throat preparations 
Phenol,DB03255,R02A,Throat preparations 
Phenol,DB03255,R02AA,Antiseptics
1-Propanol,DB03175,C10,Lipid modifying agents 
1-Propanol,DB03175,C10A,"Lipid modifying agents, plain"
1-Propanol,DB03175,D08,Antiseptics and disinfectants 
1-Propanol,DB03175,D08A,Antiseptics and disinfectants
Pyrazinamide,DB00339,D000890,Anti-Infective Agents 
Pyrazinamide,DB00339,D000900,Anti-Bacterial Agents 
Pyrazinamide,DB00339,D000995,Antitubercular Agents
Pyrazinamide,DB00339,J04,Antimycobacterials 
Pyrazinamide,DB00339,J04A,Drugs for treatment of tuberculosis
Pyrazinamide,DB00339,C254,Anti-Infective Agent 
Pyrazinamide,DB00339,C52588,Antibacterial Agent 
Pyrazinamide,DB00339,C280,Antitubercular Agent
Pyridoxal phosphate,DB00114,A11,Vitamins
Pyridoxal phosphate,DB00114,D018977,Micronutrients 
Pyridoxal phosphate,DB00114,D014815,Vitamins
Pyridoxine,DB00165,D018977,Micronutrients 
Pyridoxine,DB00165,D014815,Vitamins
Pyridoxine,DB00165,A11,Vitamins
Thiamine,DB00152,A11,Vitamins 
Thiamine,DB00152,A11D,"Vitamin b1, plain and in combination with vitamin b6 and b12 "
Thiamine,DB00152,A11DA,"Vitamin b1, plain"
Thiamine,DB00152,D018977,Micronutrients 
Thiamine,DB00152,D014815,Vitamins
Urea,DB03904,B05,Blood substitutes and perfusion solutions 
Urea,DB03904,B05B,I.v. solutions 
Urea,DB03904,B05BC,Solutions producing osmotic diuresis
Urea,DB03904,C78275,Agent Affecting Blood or Body Fluid 
Urea,DB03904,C448,Diuretic 
Urea,DB03904,C49187,Osmotic Diuretic
Urea,DB03904,D02,Emollients and protectives 
Urea,DB03904,D02A,Emollients and protectives 
Urea,DB03904,D02AE,Carbamide products
Gallopamil,DB12923,C08,Calcium channel blockers 
Gallopamil,DB12923,C08D,Selective calcium channel blockers with direct cardiac effects 
Gallopamil,DB12923,C08DA,Phenylalkylamine derivatives
Gallopamil,DB12923,C78274,Agent Affecting Cardiovascular System 
Gallopamil,DB12923,C270,Antihypertensive Agent 
Gallopamil,DB12923,C333,Calcium Channel Blocker
Gallopamil,DB12923,C93038,Cation Channel Blocker
Gallopamil,DB12923,D002317,Cardiovascular Agents 
Gallopamil,DB12923,D002121,Calcium Channel Blockers
Gallopamil,DB12923,D049990,Membrane Transport Modulators
Mandelic Acid,DB13218,B05,Blood substitutes and perfusion solutions 
Mandelic Acid,DB13218,B05C,Irrigating solutions 
Mandelic Acid,DB13218,B05CA,Antiinfectives
Mandelic Acid,DB13218,C254,Anti-Infective Agent 
Mandelic Acid,DB13218,C255,Urinary Anti-Infective Agent
Mandelic Acid,DB13218,D000890,Anti-Infective Agents 
Mandelic Acid,DB13218,D000892,"Anti-Infective Agents, Urinary "
Mandelic Acid,DB13218,D008333,Mandelic Acids
Mandelic Acid,DB13218,J01,Antibacterials for systemic use
Meglutol,DB04377,C10,Lipid modifying agents 
Meglutol,DB04377,C10A,"Lipid modifying agents, plain"
Meglutol,DB04377,C78276,Agent Affecting Digestive System or Metabolism 
Meglutol,DB04377,C29703,Antilipidemic Agent
Meglutol,DB04377,D004791,Enzyme Inhibitors 
Meglutol,DB04377,D019161,Hydroxymethylglutaryl-CoA Reductase Inhibitors
Meglutol,DB04377,D009676,Noxae 
Meglutol,DB04377,D000963,Antimetabolites
Meglutol,DB04377,D057847,Lipid Regulating Agents 
Meglutol,DB04377,D000960,Hypolipidemic Agents 
Meglutol,DB04377,D000924,Anticholesteremic Agents
Pleconaril,DB05105,C254,Anti-Infective Agent 
Pleconaril,DB05105,C281,Antiviral Agent
Pleconaril,DB05105,D000890,Anti-Infective Agents 
Pleconaril,DB05105,D000998,Antiviral Agents
Pleconaril,DB05105,J05,Antivirals for systemic use 
Pleconaril,DB05105,J05A,Direct acting antivirals
Dalfampridine,DB06637,C93038,Cation Channel Blocker
Dalfampridine,DB06637,D002317,Cardiovascular Agents 
Dalfampridine,DB06637,D026902,Potassium Channel Blockers
Dalfampridine,DB06637,D049990,Membrane Transport Modulators
Phenytoin,DB00252,C78272,Agent Affecting Nervous System 
Phenytoin,DB00252,C264,Anticonvulsant Agent
Phenytoin,DB00252,C93038,Cation Channel Blocker
Phenytoin,DB00252,D002317,Cardiovascular Agents 
Phenytoin,DB00252,D026941,Sodium Channel Blockers 
Phenytoin,DB00252,D061567,Voltage-Gated Sodium Channel Blockers
Phenytoin,DB00252,D002491,Central Nervous System Agents 
Phenytoin,DB00252,D000927,Anticonvulsants
Phenytoin,DB00252,D049990,Membrane Transport Modulators
Phenytoin,DB00252,D065693,Cytochrome P-450 Enzyme Inducers 
Phenytoin,DB00252,D065694,Cytochrome P-450 CYP1A2 Inducers
Phenytoin,DB00252,N03,Antiepileptics 
Phenytoin,DB00252,N03A,Antiepileptics 
Phenytoin,DB00252,N03AB,Hydantoin derivatives
Oxyquinoline,DB11145,A01,Stomatological preparations 
Oxyquinoline,DB11145,A01A,Stomatological preparations 
Oxyquinoline,DB11145,A01AB,Antiinfectives and antiseptics for local oral treatment
Oxyquinoline,DB11145,C254,Anti-Infective Agent 
Oxyquinoline,DB11145,C28394,Topical Anti-Infective Agent
Oxyquinoline,DB11145,D08,Antiseptics and disinfectants 
Oxyquinoline,DB11145,D08A,Antiseptics and disinfectants 
Oxyquinoline,DB11145,D08AH,Quinoline derivatives
Oxyquinoline,DB11145,G01,Gynecological antiinfectives and antiseptics 
Oxyquinoline,DB11145,G01A,"Antiinfectives and antiseptics, excl. combinations with corticosteroids "
Oxyquinoline,DB11145,G01AC,Quinoline derivatives
Oxyquinoline,DB11145,R02,Throat preparations 
Oxyquinoline,DB11145,R02A,Throat preparations 
Oxyquinoline,DB11145,R02AA,Antiseptics
Tacrine,DB00382,C471,Enzyme Inhibitor 
Tacrine,DB00382,C47792,Acetylcholinesterase Inhibitor
Tacrine,DB00382,D002491,Central Nervous System Agents 
Tacrine,DB00382,D018697,Nootropic Agents
Tacrine,DB00382,D004791,Enzyme Inhibitors
Tacrine,DB00382,D018373,Peripheral Nervous System Agents 
Tacrine,DB00382,D001337,Autonomic Agents 
Tacrine,DB00382,D010277,Parasympathomimetics
Tacrine,DB00382,D018377,Neurotransmitter Agents 
Tacrine,DB00382,D018678,Cholinergic Agents 
Tacrine,DB00382,D002800,Cholinesterase Inhibitors
Tacrine,DB00382,N06,Psychoanaleptics 
Tacrine,DB00382,N06D,Anti-dementia drugs 
Tacrine,DB00382,N06DA,Anticholinesterases
Acebutolol,DB01193,C07,Beta blocking agents 
Acebutolol,DB01193,C07A,Beta blocking agents 
Acebutolol,DB01193,C07AB,"Beta blocking agents, selective"
Acebutolol,DB01193,C78272,Agent Affecting Nervous System 
Acebutolol,DB01193,C29747,Adrenergic Agent 
Acebutolol,DB01193,C72900,Adrenergic Antagonist
Acebutolol,DB01193,D002317,Cardiovascular Agents 
Acebutolol,DB01193,D000889,Anti-Arrhythmia Agents
Acebutolol,DB01193,D002317,Cardiovascular Agents 
Acebutolol,DB01193,D000959,Antihypertensive Agents
Acebutolol,DB01193,D018373,Peripheral Nervous System Agents 
Acebutolol,DB01193,D001337,Autonomic Agents 
Acebutolol,DB01193,D013566,Sympathomimetics
Acebutolol,DB01193,D018377,Neurotransmitter Agents 
Acebutolol,DB01193,D018663,Adrenergic Agents 
Acebutolol,DB01193,D018674,Adrenergic Antagonists
Aceclidine,DB13262,C78272,Agent Affecting Nervous System 
Aceclidine,DB13262,C47796,Cholinergic Agonist
Aceclidine,DB13262,D018373,Peripheral Nervous System Agents 
Aceclidine,DB13262,D001337,Autonomic Agents 
Aceclidine,DB13262,D008916,Miotics
Aceclidine,DB13262,D018373,Peripheral Nervous System Agents 
Aceclidine,DB13262,D001337,Autonomic Agents 
Aceclidine,DB13262,D010277,Parasympathomimetics
Aceclidine,DB13262,S01,Ophthalmologicals 
Aceclidine,DB13262,S01E,Antiglaucoma preparations and miotics 
Aceclidine,DB13262,S01EB,Parasympathomimetics
Acemetacin,DB13783,C78272,Agent Affecting Nervous System 
Acemetacin,DB13783,C241,Analgesic Agent 
Acemetacin,DB13783,C2198,Nonnarcotic Analgesic
Acemetacin,DB13783,D000893,Anti-Inflammatory Agents
Acemetacin,DB13783,D002491,Central Nervous System Agents 
Acemetacin,DB13783,D000700,Analgesics
Acemetacin,DB13783,D018373,Peripheral Nervous System Agents 
Acemetacin,DB13783,D018689,Sensory System Agents
Acemetacin,DB13783,D018501,Antirheumatic Agents
Acemetacin,DB13783,M01,Antiinflammatory and antirheumatic products 
Acemetacin,DB13783,M01A,"Antiinflammatory and antirheumatic products, non-steroids "
Acemetacin,DB13783,M01AB,Acetic acid derivatives and related substances
Acetarsol,DB13268,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Acetarsol,DB13268,A07A,Intestinal antiinfectives
Acetarsol,DB13268,C254,Anti-Infective Agent 
Acetarsol,DB13268,C276,Antiparasitic Agent 
Acetarsol,DB13268,C250,Antihelminthic Agent
Acetarsol,DB13268,D000890,Anti-Infective Agents
Acetarsol,DB13268,G01,Gynecological antiinfectives and antiseptics 
Acetarsol,DB13268,G01A,"Antiinfectives and antiseptics, excl. combinations with corticosteroids "
Acetarsol,DB13268,G01AB,Arsenic compounds
Acetarsol,DB13268,P01,Antiprotozoals 
Acetarsol,DB13268,P01C,Agents against leishmaniasis and trypanosomiasis 
Acetarsol,DB13268,P01CD,Arsenic compounds
Acetazolamide,DB00819,C471,Enzyme Inhibitor 
Acetazolamide,DB00819,C29577,Carbonic Anhydrase Inhibitor
Acetazolamide,DB00819,C78275,Agent Affecting Blood or Body Fluid 
Acetazolamide,DB00819,C448,Diuretic
Acetazolamide,DB00819,D002317,Cardiovascular Agents 
Acetazolamide,DB00819,D045283,Natriuretic Agents
Acetazolamide,DB00819,D002491,Central Nervous System Agents 
Acetazolamide,DB00819,D000927,Anticonvulsants
Acetazolamide,DB00819,D004791,Enzyme Inhibitors 
Acetazolamide,DB00819,D002257,Carbonic Anhydrase Inhibitors
Acetazolamide,DB00819,D045283,Natriuretic Agents 
Acetazolamide,DB00819,D004232,Diuretics
Acetazolamide,DB00819,S01,Ophthalmologicals 
Acetazolamide,DB00819,S01E,Antiglaucoma preparations and miotics 
Acetazolamide,DB00819,S01EC,Carbonic anhydrase inhibitors
Acetohexamide,DB00414,A10,Drugs used in diabetes 
Acetohexamide,DB00414,A10B,"Blood glucose lowering drugs, excl. insulins "
Acetohexamide,DB00414,A10BB,Sulfonylureas
Acetohexamide,DB00414,C78276,Agent Affecting Digestive System or Metabolism 
Acetohexamide,DB00414,C29711,Anti-diabetic Agent 
Acetohexamide,DB00414,C97936,Sulfonylurea Antidiabetic Agent
Acetohexamide,DB00414,D007004,Hypoglycemic Agents
Acetohydroxamic Acid,DB00551,D004791,Enzyme Inhibitors
Acetohydroxamic Acid,DB00551,G04,Urologicals 
Acetohydroxamic Acid,DB00551,G04B,Urologicals
Methacholine,DB06709,D018373,Peripheral Nervous System Agents 
Methacholine,DB06709,D001337,Autonomic Agents 
Methacholine,DB06709,D008916,Miotics
Methacholine,DB06709,D018373,Peripheral Nervous System Agents 
Methacholine,DB06709,D001337,Autonomic Agents 
Methacholine,DB06709,D010277,Parasympathomimetics
Methacholine,DB06709,D018377,Neurotransmitter Agents 
Methacholine,DB06709,D018678,Cholinergic Agents 
Methacholine,DB06709,D018679,Cholinergic Agonists
Methacholine,DB06709,D019141,Respiratory System Agents 
Methacholine,DB06709,D016085,Bronchoconstrictor Agents
Methacholine,DB06709,V04,Diagnostic agents
Acetylleucine,DB13226,N07,Other nervous system drugs 
Acetylleucine,DB13226,N07C,Antivertigo preparations 
Acetylleucine,DB13226,N07CA,Antivertigo preparations
Alaproclate,DB13233,C78272,Agent Affecting Nervous System 
Alaproclate,DB13233,C265,Antidepressant Agent
Alaproclate,DB13233,D002491,Central Nervous System Agents 
Alaproclate,DB13233,D011619,Psychotropic Drugs 
Alaproclate,DB13233,D000928,Antidepressive Agents
Alaproclate,DB13233,D018377,Neurotransmitter Agents 
Alaproclate,DB13233,D014179,Neurotransmitter Uptake Inhibitors
Alaproclate,DB13233,D018377,Neurotransmitter Agents 
Alaproclate,DB13233,D018490,Serotonin Agents 
Alaproclate,DB13233,D017367,Selective Serotonin Reuptake Inhibitors
Alaproclate,DB13233,D049990,Membrane Transport Modulators
Alaproclate,DB13233,N06,Psychoanaleptics 
Alaproclate,DB13233,N06A,Antidepressants 
Alaproclate,DB13233,N06AB,Selective serotonin reuptake inhibitors
Albendazole,DB00518,C254,Anti-Infective Agent 
Albendazole,DB00518,C276,Antiparasitic Agent 
Albendazole,DB00518,C250,Antihelminthic Agent
Albendazole,DB00518,D000890,Anti-Infective Agents 
Albendazole,DB00518,D000977,Antiparasitic Agents 
Albendazole,DB00518,D000871,Anthelmintics
Albendazole,DB00518,D000890,Anti-Infective Agents 
Albendazole,DB00518,D000977,Antiparasitic Agents 
Albendazole,DB00518,D000981,Antiprotozoal Agents
Albendazole,DB00518,D000970,Antineoplastic Agents 
Albendazole,DB00518,D050256,Antimitotic Agents
Albendazole,DB00518,D050258,Mitosis Modulators 
Albendazole,DB00518,D050256,Antimitotic Agents 
