drugbank_id,drug_score,drug_neg_log_score,trustrank,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id,drug|protein,interaction_label,actions
DB01268,5.267650764308077e-05,4.278383025692322,4,Sunitinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810,DB01268|P06241,,
DB01268,5.267650764308077e-05,4.278383025692322,4,Sunitinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840,DB01268|Q9UQL6,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273,DB09079|Q8WUI4,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105,DB09079|P07947,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868,DB09079|P09884,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB09079|Q92769,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB09079|P06748,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122,DB09079|P12931,target_negativeEffect,inhibitor
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720,DB09079|O15379,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB09079|Q9BQE3,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052,DB09079|Q9UKV0,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035,DB09079|P12268,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB09079|Q13547,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB09079|Q71U36,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB09079|P56524,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P04629,NTRK1,ENSG00000198400,DB09079|P04629,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810,DB09079|P06241,,
DB09079,4.378736087642851e-05,4.358651229535979,5,Nintedanib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840,DB09079|Q9UQL6,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273,DB06595|Q8WUI4,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105,DB06595|P07947,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868,DB06595|P09884,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06595|Q92769,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB06595|P06748,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122,DB06595|P12931,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720,DB06595|O15379,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB06595|Q9BQE3,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052,DB06595|Q9UKV0,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035,DB06595|P12268,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06595|Q13547,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB06595|Q71U36,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06595|P56524,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P04629,NTRK1,ENSG00000198400,DB06595|P04629,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810,DB06595|P06241,,
DB06595,4.180326711121406e-05,4.378789774853568,6,Midostaurin,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840,DB06595|Q9UQL6,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,Q8WUI4,HDAC7,ENSG00000061273,DB00143|Q8WUI4,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P07947,YES1,ENSG00000176105,DB00143|P07947,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P09884,POLA1,ENSG00000101868,DB00143|P09884,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,Q92769,HDAC2,ENSG00000196591,DB00143|Q92769,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P06748,NPM1,ENSG00000181163,DB00143|P06748,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P12931,SRC,ENSG00000197122,DB00143|P12931,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,O15379,HDAC3,ENSG00000171720,DB00143|O15379,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,Q9BQE3,TUBA1C,ENSG00000167553,DB00143|Q9BQE3,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,Q9UKV0,HDAC9,ENSG00000048052,DB00143|Q9UKV0,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P12268,IMPDH2,ENSG00000178035,DB00143|P12268,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,Q13547,HDAC1,ENSG00000116478,DB00143|Q13547,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,Q71U36,TUBA1A,ENSG00000167552,DB00143|Q71U36,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P56524,HDAC4,ENSG00000068024,DB00143|P56524,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P04629,NTRK1,ENSG00000198400,DB00143|P04629,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,P06241,FYN,ENSG00000010810,DB00143|P06241,,
DB00143,4.132687302811548e-05,4.383767454094298,7,Glutathione,V03,All other therapeutic products ,Q9UQL6,HDAC5,ENSG00000108840,DB00143|Q9UQL6,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273,DB06616|Q8WUI4,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105,DB06616|P07947,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868,DB06616|P09884,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591,DB06616|Q92769,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163,DB06616|P06748,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122,DB06616|P12931,target_negativeEffect,inhibitor
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720,DB06616|O15379,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553,DB06616|Q9BQE3,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052,DB06616|Q9UKV0,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035,DB06616|P12268,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478,DB06616|Q13547,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552,DB06616|Q71U36,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024,DB06616|P56524,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P04629,NTRK1,ENSG00000198400,DB06616|P04629,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810,DB06616|P06241,,
DB06616,4.007348826585711e-05,4.397142852010121,8,Bosutinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840,DB06616|Q9UQL6,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,Q8WUI4,HDAC7,ENSG00000061273,DB03310|Q8WUI4,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P07947,YES1,ENSG00000176105,DB03310|P07947,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P09884,POLA1,ENSG00000101868,DB03310|P09884,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,Q92769,HDAC2,ENSG00000196591,DB03310|Q92769,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P06748,NPM1,ENSG00000181163,DB03310|P06748,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P12931,SRC,ENSG00000197122,DB03310|P12931,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,O15379,HDAC3,ENSG00000171720,DB03310|O15379,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB03310|Q9BQE3,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,Q9UKV0,HDAC9,ENSG00000048052,DB03310|Q9UKV0,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P12268,IMPDH2,ENSG00000178035,DB03310|P12268,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,Q13547,HDAC1,ENSG00000116478,DB03310|Q13547,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,Q71U36,TUBA1A,ENSG00000167552,DB03310|Q71U36,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P56524,HDAC4,ENSG00000068024,DB03310|P56524,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P04629,NTRK1,ENSG00000198400,DB03310|P04629,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,P06241,FYN,ENSG00000010810,DB03310|P06241,,
DB03310,3.818989507370623e-05,4.418051534844095,9,,,,Q9UQL6,HDAC5,ENSG00000108840,DB03310|Q9UQL6,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,Q8WUI4,HDAC7,ENSG00000061273,DB03619|Q8WUI4,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P07947,YES1,ENSG00000176105,DB03619|P07947,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P09884,POLA1,ENSG00000101868,DB03619|P09884,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,Q92769,HDAC2,ENSG00000196591,DB03619|Q92769,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P06748,NPM1,ENSG00000181163,DB03619|P06748,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P12931,SRC,ENSG00000197122,DB03619|P12931,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,O15379,HDAC3,ENSG00000171720,DB03619|O15379,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB03619|Q9BQE3,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,Q9UKV0,HDAC9,ENSG00000048052,DB03619|Q9UKV0,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P12268,IMPDH2,ENSG00000178035,DB03619|P12268,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,Q13547,HDAC1,ENSG00000116478,DB03619|Q13547,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,Q71U36,TUBA1A,ENSG00000167552,DB03619|Q71U36,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P56524,HDAC4,ENSG00000068024,DB03619|P56524,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P04629,NTRK1,ENSG00000198400,DB03619|P04629,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,P06241,FYN,ENSG00000010810,DB03619|P06241,,
DB03619,3.534443570559765e-05,4.451678947710461,10,,,,Q9UQL6,HDAC5,ENSG00000108840,DB03619|Q9UQL6,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,Q8WUI4,HDAC7,ENSG00000061273,DB07614|Q8WUI4,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P07947,YES1,ENSG00000176105,DB07614|P07947,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P09884,POLA1,ENSG00000101868,DB07614|P09884,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,Q92769,HDAC2,ENSG00000196591,DB07614|Q92769,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P06748,NPM1,ENSG00000181163,DB07614|P06748,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P12931,SRC,ENSG00000197122,DB07614|P12931,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,O15379,HDAC3,ENSG00000171720,DB07614|O15379,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB07614|Q9BQE3,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,Q9UKV0,HDAC9,ENSG00000048052,DB07614|Q9UKV0,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P12268,IMPDH2,ENSG00000178035,DB07614|P12268,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,Q13547,HDAC1,ENSG00000116478,DB07614|Q13547,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,Q71U36,TUBA1A,ENSG00000167552,DB07614|Q71U36,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P56524,HDAC4,ENSG00000068024,DB07614|P56524,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P04629,NTRK1,ENSG00000198400,DB07614|P04629,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,P06241,FYN,ENSG00000010810,DB07614|P06241,,
DB07614,3.1260268123495746e-05,4.505007301299068,11,,,,Q9UQL6,HDAC5,ENSG00000108840,DB07614|Q9UQL6,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,Q8WUI4,HDAC7,ENSG00000061273,DB07615|Q8WUI4,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,P07947,YES1,ENSG00000176105,DB07615|P07947,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,P09884,POLA1,ENSG00000101868,DB07615|P09884,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,Q92769,HDAC2,ENSG00000196591,DB07615|Q92769,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,P06748,NPM1,ENSG00000181163,DB07615|P06748,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,P12931,SRC,ENSG00000197122,DB07615|P12931,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,O15379,HDAC3,ENSG00000171720,DB07615|O15379,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,Q9BQE3,TUBA1C,ENSG00000167553,DB07615|Q9BQE3,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,Q9UKV0,HDAC9,ENSG00000048052,DB07615|Q9UKV0,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,P12268,IMPDH2,ENSG00000178035,DB07615|P12268,,
DB07615,3.1260268123495746e-05,4.505007301299068,11,,,,Q13547,HDAC1,ENSG00000116478,DB07615|Q13547,,
