drugbank_id,drug_score,drug_neg_log_score,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id
DB09083,6.130419255089772e-05,4.212509823369727,Ivabradine,C01,Cardiac therapy,P12268,IMPDH2,ENSG00000178035
DB09083,6.130419255089772e-05,4.212509823369727,Ivabradine,C01,Cardiac therapy,Q13547,HDAC1,ENSG00000116478
DB09083,6.130419255089772e-05,4.212509823369727,Ivabradine,C01,Cardiac therapy,Q71U36,TUBA1A,ENSG00000167552
DB09083,6.130419255089772e-05,4.212509823369727,Ivabradine,C01,Cardiac therapy,P56524,HDAC4,ENSG00000068024
DB09083,6.130419255089772e-05,4.212509823369727,Ivabradine,C01,Cardiac therapy,P04629,NTRK1,ENSG00000198400
DB09083,6.130419255089772e-05,4.212509823369727,Ivabradine,C01,Cardiac therapy,P06241,FYN,ENSG00000010810
DB09083,6.130419255089772e-05,4.212509823369727,Ivabradine,C01,Cardiac therapy,Q9UQL6,HDAC5,ENSG00000108840
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,Q8WUI4,HDAC7,ENSG00000061273
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P07947,YES1,ENSG00000176105
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P09884,POLA1,ENSG00000101868
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,Q92769,HDAC2,ENSG00000196591
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P06748,NPM1,ENSG00000181163
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P12931,SRC,ENSG00000197122
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,O15379,HDAC3,ENSG00000171720
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,Q9BQE3,TUBA1C,ENSG00000167553
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,Q9UKV0,HDAC9,ENSG00000048052
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P12268,IMPDH2,ENSG00000178035
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,Q13547,HDAC1,ENSG00000116478
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,Q71U36,TUBA1A,ENSG00000167552
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P56524,HDAC4,ENSG00000068024
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P04629,NTRK1,ENSG00000198400
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,P06241,FYN,ENSG00000010810
DB12010,5.734557785541756e-05,4.241500066638697,Fostamatinib,B02,Antihemorrhagics ,Q9UQL6,HDAC5,ENSG00000108840
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P04629,NTRK1,ENSG00000198400
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB01268,5.267650764308077e-05,4.278383025692322,Sunitinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P04629,NTRK1,ENSG00000198400
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB09079,4.378736087642851e-05,4.358651229535979,Nintedanib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P04629,NTRK1,ENSG00000198400
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB06595,4.180326711121406e-05,4.378789774853568,Midostaurin,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,Q8WUI4,HDAC7,ENSG00000061273
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P07947,YES1,ENSG00000176105
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P09884,POLA1,ENSG00000101868
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,Q92769,HDAC2,ENSG00000196591
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P06748,NPM1,ENSG00000181163
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P12931,SRC,ENSG00000197122
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,O15379,HDAC3,ENSG00000171720
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,Q9BQE3,TUBA1C,ENSG00000167553
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,Q9UKV0,HDAC9,ENSG00000048052
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P12268,IMPDH2,ENSG00000178035
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,Q13547,HDAC1,ENSG00000116478
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,Q71U36,TUBA1A,ENSG00000167552
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P56524,HDAC4,ENSG00000068024
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P04629,NTRK1,ENSG00000198400
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,P06241,FYN,ENSG00000010810
DB00143,4.132687302811548e-05,4.383767454094298,Glutathione,V03,All other therapeutic products ,Q9UQL6,HDAC5,ENSG00000108840
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P06748,NPM1,ENSG00000181163
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,Q9BQE3,TUBA1C,ENSG00000167553
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,Q71U36,TUBA1A,ENSG00000167552
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P04629,NTRK1,ENSG00000198400
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB06616,4.007348826585711e-05,4.397142852010121,Bosutinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB03310,3.818989507370623e-05,4.418051534844095,,,,Q8WUI4,HDAC7,ENSG00000061273
DB03310,3.818989507370623e-05,4.418051534844095,,,,P07947,YES1,ENSG00000176105
DB03310,3.818989507370623e-05,4.418051534844095,,,,P09884,POLA1,ENSG00000101868
DB03310,3.818989507370623e-05,4.418051534844095,,,,Q92769,HDAC2,ENSG00000196591
DB03310,3.818989507370623e-05,4.418051534844095,,,,P06748,NPM1,ENSG00000181163
DB03310,3.818989507370623e-05,4.418051534844095,,,,P12931,SRC,ENSG00000197122
DB03310,3.818989507370623e-05,4.418051534844095,,,,O15379,HDAC3,ENSG00000171720
DB03310,3.818989507370623e-05,4.418051534844095,,,,Q9BQE3,TUBA1C,ENSG00000167553
DB03310,3.818989507370623e-05,4.418051534844095,,,,Q9UKV0,HDAC9,ENSG00000048052
DB03310,3.818989507370623e-05,4.418051534844095,,,,P12268,IMPDH2,ENSG00000178035
DB03310,3.818989507370623e-05,4.418051534844095,,,,Q13547,HDAC1,ENSG00000116478
DB03310,3.818989507370623e-05,4.418051534844095,,,,Q71U36,TUBA1A,ENSG00000167552
DB03310,3.818989507370623e-05,4.418051534844095,,,,P56524,HDAC4,ENSG00000068024
DB03310,3.818989507370623e-05,4.418051534844095,,,,P04629,NTRK1,ENSG00000198400
DB03310,3.818989507370623e-05,4.418051534844095,,,,P06241,FYN,ENSG00000010810
DB03310,3.818989507370623e-05,4.418051534844095,,,,Q9UQL6,HDAC5,ENSG00000108840
DB03619,3.534443570559765e-05,4.451678947710461,,,,Q8WUI4,HDAC7,ENSG00000061273
DB03619,3.534443570559765e-05,4.451678947710461,,,,P07947,YES1,ENSG00000176105
DB03619,3.534443570559765e-05,4.451678947710461,,,,P09884,POLA1,ENSG00000101868
DB03619,3.534443570559765e-05,4.451678947710461,,,,Q92769,HDAC2,ENSG00000196591
DB03619,3.534443570559765e-05,4.451678947710461,,,,P06748,NPM1,ENSG00000181163
DB03619,3.534443570559765e-05,4.451678947710461,,,,P12931,SRC,ENSG00000197122
DB03619,3.534443570559765e-05,4.451678947710461,,,,O15379,HDAC3,ENSG00000171720
DB03619,3.534443570559765e-05,4.451678947710461,,,,Q9BQE3,TUBA1C,ENSG00000167553
DB03619,3.534443570559765e-05,4.451678947710461,,,,Q9UKV0,HDAC9,ENSG00000048052
DB03619,3.534443570559765e-05,4.451678947710461,,,,P12268,IMPDH2,ENSG00000178035
DB03619,3.534443570559765e-05,4.451678947710461,,,,Q13547,HDAC1,ENSG00000116478
DB03619,3.534443570559765e-05,4.451678947710461,,,,Q71U36,TUBA1A,ENSG00000167552
DB03619,3.534443570559765e-05,4.451678947710461,,,,P56524,HDAC4,ENSG00000068024
DB03619,3.534443570559765e-05,4.451678947710461,,,,P04629,NTRK1,ENSG00000198400
DB03619,3.534443570559765e-05,4.451678947710461,,,,P06241,FYN,ENSG00000010810
DB03619,3.534443570559765e-05,4.451678947710461,,,,Q9UQL6,HDAC5,ENSG00000108840
DB07614,3.1260268123495746e-05,4.505007301299068,,,,Q8WUI4,HDAC7,ENSG00000061273
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P07947,YES1,ENSG00000176105
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P09884,POLA1,ENSG00000101868
DB07614,3.1260268123495746e-05,4.505007301299068,,,,Q92769,HDAC2,ENSG00000196591
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P06748,NPM1,ENSG00000181163
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P12931,SRC,ENSG00000197122
DB07614,3.1260268123495746e-05,4.505007301299068,,,,O15379,HDAC3,ENSG00000171720
DB07614,3.1260268123495746e-05,4.505007301299068,,,,Q9BQE3,TUBA1C,ENSG00000167553
DB07614,3.1260268123495746e-05,4.505007301299068,,,,Q9UKV0,HDAC9,ENSG00000048052
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P12268,IMPDH2,ENSG00000178035
DB07614,3.1260268123495746e-05,4.505007301299068,,,,Q13547,HDAC1,ENSG00000116478
DB07614,3.1260268123495746e-05,4.505007301299068,,,,Q71U36,TUBA1A,ENSG00000167552
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P56524,HDAC4,ENSG00000068024
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P04629,NTRK1,ENSG00000198400
DB07614,3.1260268123495746e-05,4.505007301299068,,,,P06241,FYN,ENSG00000010810
DB07614,3.1260268123495746e-05,4.505007301299068,,,,Q9UQL6,HDAC5,ENSG00000108840
DB07615,3.1260268123495746e-05,4.505007301299068,,,,Q8WUI4,HDAC7,ENSG00000061273
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P07947,YES1,ENSG00000176105
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P09884,POLA1,ENSG00000101868
DB07615,3.1260268123495746e-05,4.505007301299068,,,,Q92769,HDAC2,ENSG00000196591
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P06748,NPM1,ENSG00000181163
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P12931,SRC,ENSG00000197122
DB07615,3.1260268123495746e-05,4.505007301299068,,,,O15379,HDAC3,ENSG00000171720
DB07615,3.1260268123495746e-05,4.505007301299068,,,,Q9BQE3,TUBA1C,ENSG00000167553
DB07615,3.1260268123495746e-05,4.505007301299068,,,,Q9UKV0,HDAC9,ENSG00000048052
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P12268,IMPDH2,ENSG00000178035
DB07615,3.1260268123495746e-05,4.505007301299068,,,,Q13547,HDAC1,ENSG00000116478
DB07615,3.1260268123495746e-05,4.505007301299068,,,,Q71U36,TUBA1A,ENSG00000167552
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P56524,HDAC4,ENSG00000068024
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P04629,NTRK1,ENSG00000198400
DB07615,3.1260268123495746e-05,4.505007301299068,,,,P06241,FYN,ENSG00000010810
DB07615,3.1260268123495746e-05,4.505007301299068,,,,Q9UQL6,HDAC5,ENSG00000108840
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P07947,YES1,ENSG00000176105
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P09884,POLA1,ENSG00000101868
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,Q92769,HDAC2,ENSG00000196591
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P06748,NPM1,ENSG00000181163
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P12931,SRC,ENSG00000197122
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,O15379,HDAC3,ENSG00000171720
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,Q9BQE3,TUBA1C,ENSG00000167553
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P12268,IMPDH2,ENSG00000178035
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,Q13547,HDAC1,ENSG00000116478
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,Q71U36,TUBA1A,ENSG00000167552
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P56524,HDAC4,ENSG00000068024
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P04629,NTRK1,ENSG00000198400
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,P06241,FYN,ENSG00000010810
DB13215,3.1260268123495746e-05,4.505007301299068,Sulfobromophthalein,V04,Diagnostic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB08790,3.1260268123495746e-05,4.505007301299068,,,,Q8WUI4,HDAC7,ENSG00000061273
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P07947,YES1,ENSG00000176105
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P09884,POLA1,ENSG00000101868
DB08790,3.1260268123495746e-05,4.505007301299068,,,,Q92769,HDAC2,ENSG00000196591
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P06748,NPM1,ENSG00000181163
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P12931,SRC,ENSG00000197122
DB08790,3.1260268123495746e-05,4.505007301299068,,,,O15379,HDAC3,ENSG00000171720
DB08790,3.1260268123495746e-05,4.505007301299068,,,,Q9BQE3,TUBA1C,ENSG00000167553
DB08790,3.1260268123495746e-05,4.505007301299068,,,,Q9UKV0,HDAC9,ENSG00000048052
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P12268,IMPDH2,ENSG00000178035
DB08790,3.1260268123495746e-05,4.505007301299068,,,,Q13547,HDAC1,ENSG00000116478
DB08790,3.1260268123495746e-05,4.505007301299068,,,,Q71U36,TUBA1A,ENSG00000167552
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P56524,HDAC4,ENSG00000068024
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P04629,NTRK1,ENSG00000198400
DB08790,3.1260268123495746e-05,4.505007301299068,,,,P06241,FYN,ENSG00000010810
DB08790,3.1260268123495746e-05,4.505007301299068,,,,Q9UQL6,HDAC5,ENSG00000108840
DB01897,3.1260268123495746e-05,4.505007301299068,,,,Q8WUI4,HDAC7,ENSG00000061273
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P07947,YES1,ENSG00000176105
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P09884,POLA1,ENSG00000101868
DB01897,3.1260268123495746e-05,4.505007301299068,,,,Q92769,HDAC2,ENSG00000196591
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P06748,NPM1,ENSG00000181163
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P12931,SRC,ENSG00000197122
DB01897,3.1260268123495746e-05,4.505007301299068,,,,O15379,HDAC3,ENSG00000171720
DB01897,3.1260268123495746e-05,4.505007301299068,,,,Q9BQE3,TUBA1C,ENSG00000167553
DB01897,3.1260268123495746e-05,4.505007301299068,,,,Q9UKV0,HDAC9,ENSG00000048052
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P12268,IMPDH2,ENSG00000178035
DB01897,3.1260268123495746e-05,4.505007301299068,,,,Q13547,HDAC1,ENSG00000116478
DB01897,3.1260268123495746e-05,4.505007301299068,,,,Q71U36,TUBA1A,ENSG00000167552
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P56524,HDAC4,ENSG00000068024
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P04629,NTRK1,ENSG00000198400
DB01897,3.1260268123495746e-05,4.505007301299068,,,,P06241,FYN,ENSG00000010810
