task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
22	c9/fa6ac3	20290	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUSTBIASAWARE:GRAPHTOOLPARSER (hypothalamus)	CACHED	0	2026-01-03 17:04:13.945	12.4s	3.5s	520.1%	255 MB	17.6 GB	39.8 MB	3 MB
41	72/e375b6	45195	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_RWR:GRAPHTOOLPARSER (uniprot_ppi)	CACHED	0	2026-01-03 17:04:36.995	10.9s	3.7s	805.2%	254.7 MB	17.6 GB	40.2 MB	4.4 MB
33	2a/7a3959	20234	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_RWR:GRAPHTOOLPARSER (amygdala)	CACHED	0	2026-01-03 17:04:13.924	12.6s	3.8s	372.1%	256.4 MB	17.6 GB	39.8 MB	3 MB
37	5b/86d93c	44983	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:GRAPHTOOLPARSER (uniprot_ppi)	CACHED	0	2026-01-03 17:04:35.477	11.7s	4s	618.0%	256.3 MB	17.6 GB	40.2 MB	10.1 MB
39	19/d2b8a3	33615	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUSTBIASAWARE:GRAPHTOOLPARSER (uniprot_ppi)	CACHED	0	2026-01-03 17:04:26.574	12.3s	3.7s	921.7%	259.1 MB	17.6 GB	40.2 MB	4.4 MB
11	ca/861c66	20271	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:GRAPHTOOLPARSER (brain)	CACHED	0	2026-01-03 17:04:13.938	12.5s	3.9s	422.2%	255.5 MB	17.6 GB	39.9 MB	7 MB
18	bb/a60f7c	20212	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:GRAPHTOOLPARSER (hypothalamus)	CACHED	0	2026-01-03 17:04:13.915	12.2s	3.6s	434.3%	253.3 MB	17.6 GB	39.8 MB	3 MB
21	2a/7be41e	20250	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_RWR:GRAPHTOOLPARSER (hypothalamus)	CACHED	0	2026-01-03 17:04:13.931	12.5s	3.7s	630.0%	253.5 MB	17.6 GB	39.8 MB	3 MB
28	75/98c476	32686	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:GRAPHTOOLPARSER (salivary_gland)	CACHED	0	2026-01-03 17:04:25.833	11.5s	3.6s	920.4%	255.8 MB	17.6 GB	39.9 MB	3.1 MB
40	92/55448c	45234	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:GRAPHTOOLPARSER (uniprot_ppi)	CACHED	0	2026-01-03 17:04:37.298	10.3s	3.7s	804.5%	256 MB	17.6 GB	40.2 MB	4.4 MB
44	f6/d7bdf9	45365	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:DOMINO_SLICER (brain)	CACHED	0	2026-01-03 17:04:37.640	17.8s	15s	170.5%	430.8 MB	17 GB	22.2 MB	181.6 KB
43	88/29a3ef	46624	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:DOMINO_SLICER (amygdala)	CACHED	0	2026-01-03 17:04:38.623	18.4s	16s	156.6%	414.9 MB	17 GB	22 MB	178.6 KB
48	d1/e60fcd	45336	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:DOMINO_SLICER (hypothalamus)	CACHED	0	2026-01-03 17:04:37.622	16.9s	14s	186.4%	416.4 MB	17 GB	22.1 MB	179.4 KB
46	b7/00ef04	68833	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:DOMINO_SLICER (dorsal_root_ganglia)	CACHED	0	2026-01-03 17:04:57.074	18.2s	16s	171.0%	495.2 MB	17 GB	22.5 MB	183.8 KB
45	6d/72b6da	70603	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:DOMINO_SLICER (uniprot_ppi)	CACHED	0	2026-01-03 17:04:58.346	26.1s	24s	165.2%	366 MB	17 GB	25.2 MB	266.3 KB
47	61/5551cd	66922	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:DOMINO_SLICER (salivary_gland)	CACHED	0	2026-01-03 17:04:55.816	24.9s	22s	170.1%	322.5 MB	17 GB	22.3 MB	180.2 KB
36	c8/ba6c61	1713841	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:INPUTCHECK (Host_Cytoplasm.amygdala)	COMPLETED	0	2026-01-03 17:53:03.151	8.3s	2.7s	635.0%	220.7 MB	17.5 GB	47.2 MB	13.5 KB
35	ed/3c4cb7	1713909	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:INPUTCHECK (Host_Cytoplasm.salivary_gland)	COMPLETED	0	2026-01-03 17:53:03.199	8.3s	2.8s	719.2%	217.9 MB	17.5 GB	47.2 MB	13.5 KB
42	dd/eaf386	1713831	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:INPUTCHECK (Host_Cytoplasm.uniprot_ppi)	COMPLETED	0	2026-01-03 17:53:03.129	8.4s	2.7s	691.3%	212.5 MB	17.5 GB	47.5 MB	13.5 KB
16	61/0b62ee	1713875	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:INPUTCHECK (Host_Cytoplasm.brain)	COMPLETED	0	2026-01-03 17:53:03.182	8.5s	2.9s	596.6%	202.7 MB	17.5 GB	47.2 MB	13.5 KB
29	26/d5fd25	1713863	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:INPUTCHECK (Host_Cytoplasm.hypothalamus)	COMPLETED	0	2026-01-03 17:53:03.172	8.7s	2.9s	721.4%	289.6 MB	18.6 GB	47.2 MB	13.5 KB
23	df/2895db	1713892	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:INPUTCHECK (Host_Cytoplasm.dorsal_root_ganglia)	COMPLETED	0	2026-01-03 17:53:03.191	8.7s	3s	758.5%	293.2 MB	18.6 GB	47.2 MB	13.5 KB
49	6f/3d608a	1718783	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:PREFIXLINES (Host_Cytoplasm.amygdala)	COMPLETED	0	2026-01-03 17:53:11.524	6.5s	8ms	66.5%	0	0	90.5 KB	707 B
56	de/75c8a8	1718957	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:PREFIXLINES (Host_Cytoplasm.salivary_gland)	COMPLETED	0	2026-01-03 17:53:11.588	6.5s	19ms	35.3%	0	0	90.5 KB	693 B
50	b0/4e0d1f	1718780	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:TOPOLOGY (Host_Cytoplasm.amygdala.no_tool)	COMPLETED	0	2026-01-03 17:53:11.517	8.8s	2.5s	1306.2%	193.5 MB	17.5 GB	39.2 MB	11.5 KB
57	e4/62dc1a	1718895	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:TOPOLOGY (Host_Cytoplasm.salivary_gland.no_tool)	COMPLETED	0	2026-01-03 17:53:11.572	9s	2.3s	1179.4%	199.1 MB	17.5 GB	39.2 MB	11.6 KB
64	08/2c1592	1719269	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:TOPOLOGY (Host_Cytoplasm.uniprot_ppi.no_tool)	COMPLETED	0	2026-01-03 17:53:11.842	8.9s	2.2s	1240.3%	213.6 MB	17.5 GB	39.2 MB	11.6 KB
55	8d/aa2b62	1718823	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_FIRSTNEIGHBOR:FIRSTNEIGHBOR (Host_Cytoplasm.amygdala)	COMPLETED	0	2026-01-03 17:53:11.548	9.3s	2.7s	969.7%	202.2 MB	17.5 GB	39.8 MB	945.5 KB
66	c7/b5ffdf	1719411	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_FIRSTNEIGHBOR:FIRSTNEIGHBOR (Host_Cytoplasm.uniprot_ppi)	COMPLETED	0	2026-01-03 17:53:11.917	9.1s	2.8s	870.2%	198.2 MB	17.5 GB	40.2 MB	1.4 MB
60	94/642b42	1718977	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_FIRSTNEIGHBOR:FIRSTNEIGHBOR (Host_Cytoplasm.salivary_gland)	COMPLETED	0	2026-01-03 17:53:11.593	9.5s	2.9s	919.9%	257.6 MB	17.6 GB	39.8 MB	970.6 KB
63	18/1ffa82	1727027	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:PREFIXLINES (Host_Cytoplasm.uniprot_ppi)	COMPLETED	0	2026-01-03 17:53:17.993	5.5s	10ms	84.2%	0	0	90.5 KB	791 B
51	cb/56de0b	1718847	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:ROBUST (Host_Cytoplasm.amygdala)	COMPLETED	0	2026-01-03 17:53:11.558	12.9s	8.6s	197.0%	267.1 MB	2.8 GB	19 MB	22.8 KB
61	32/025240	1719012	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:ROBUST (Host_Cytoplasm.salivary_gland)	COMPLETED	0	2026-01-03 17:53:11.599	16.1s	11.8s	130.7%	270.8 MB	2.8 GB	19.1 MB	23.8 KB
54	f1/ad4c72	1718795	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUSTBIASAWARE:ROBUSTBIASAWARE (Host_Cytoplasm.amygdala)	COMPLETED	0	2026-01-03 17:53:11.534	16.8s	14s	156.4%	278 MB	17.2 GB	41.1 MB	22.9 KB
70	cb/e9fb76	1730025	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:PREFIXLINES (Host_Cytoplasm.brain)	COMPLETED	0	2026-01-03 17:53:21.070	7.6s	28ms	35.3%	0	0	90.5 KB	721 B
59	5d/f2e9f8	1718924	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUSTBIASAWARE:ROBUSTBIASAWARE (Host_Cytoplasm.salivary_gland)	COMPLETED	0	2026-01-03 17:53:11.580	19.8s	16s	168.6%	283 MB	17.2 GB	41.2 MB	24 KB
75	e2/87ab54	1729231	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:TOPOLOGY (Host_Cytoplasm.brain.no_tool)	COMPLETED	0	2026-01-03 17:53:20.734	10.9s	4.5s	291.0%	242.5 MB	17.5 GB	39.2 MB	11.5 KB
76	5e/f2a265	1729971	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_FIRSTNEIGHBOR:FIRSTNEIGHBOR (Host_Cytoplasm.brain)	COMPLETED	0	2026-01-03 17:53:21.018	11.6s	4.3s	308.1%	263 MB	17.6 GB	39.8 MB	964.4 KB
62	6b/75595f	1719173	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DIAMOND:DIAMOND (Host_Cytoplasm.salivary_gland)	COMPLETED	0	2026-01-03 17:53:11.672	25.5s	22.7s	141.0%	206.5 MB	5.4 GB	14.5 MB	7 KB
77	94/14501d	1736039	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:PREFIXLINES (Host_Cytoplasm.hypothalamus)	COMPLETED	0	2026-01-03 17:53:28.694	9.2s	17ms	42.9%	0	0	90.5 KB	721 B
67	b7/4b2e1b	1729093	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:ROBUST (Host_Cytoplasm.uniprot_ppi)	COMPLETED	0	2026-01-03 17:53:20.399	18.6s	15.2s	140.1%	340.3 MB	2.9 GB	20.4 MB	29.5 KB
74	11/d3d8d1	1729564	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUSTBIASAWARE:ROBUSTBIASAWARE (Host_Cytoplasm.brain)	COMPLETED	0	2026-01-03 17:53:20.824	20.3s	17s	164.8%	281.6 MB	17.2 GB	41.2 MB	25.4 KB
65	81/05aed7	1729133	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUSTBIASAWARE:ROBUSTBIASAWARE (Host_Cytoplasm.uniprot_ppi)	COMPLETED	0	2026-01-03 17:53:20.555	21.6s	19s	170.4%	358.7 MB	17.3 GB	42.5 MB	30.2 KB
82	a3/026d53	1735719	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_FIRSTNEIGHBOR:FIRSTNEIGHBOR (Host_Cytoplasm.hypothalamus)	COMPLETED	0	2026-01-03 17:53:28.384	15.1s	3.6s	367.7%	260.4 MB	17.6 GB	39.8 MB	953.2 KB
78	09/8d733e	1737838	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:TOPOLOGY (Host_Cytoplasm.hypothalamus.no_tool)	COMPLETED	0	2026-01-03 17:53:31.384	12.2s	2.7s	499.0%	197.7 MB	17.5 GB	39.2 MB	11.6 KB
71	33/4811ca	1733420	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:ROBUST (Host_Cytoplasm.brain)	COMPLETED	0	2026-01-03 17:53:24.522	19.9s	12.9s	93.9%	269.5 MB	2.8 GB	19 MB	24.9 KB
52	40/985b4b	1718869	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DIAMOND:DIAMOND (Host_Cytoplasm.amygdala)	COMPLETED	0	2026-01-03 17:53:11.566	33.4s	30.4s	124.8%	205.8 MB	5.4 GB	14.4 MB	7 KB
80	6e/bdd80a	1737902	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:ROBUST (Host_Cytoplasm.hypothalamus)	COMPLETED	0	2026-01-03 17:53:31.604	15.3s	9s	133.1%	269 MB	2.8 GB	19 MB	24 KB
84	93/1e65cd	1741883	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DOMINO:PREFIXLINES (Host_Cytoplasm.dorsal_root_ganglia)	COMPLETED	0	2026-01-03 17:53:37.894	10.6s	17ms	42.9%	0	0	90.5 KB	721 B
68	80/901851	1727313	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DIAMOND:DIAMOND (Host_Cytoplasm.uniprot_ppi)	COMPLETED	0	2026-01-03 17:53:18.084	30.7s	28.3s	143.0%	268.8 MB	5.4 GB	15.7 MB	7 KB
85	1a/d43619	1741295	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:TOPOLOGY (Host_Cytoplasm.dorsal_root_ganglia.no_tool)	COMPLETED	0	2026-01-03 17:53:37.210	12.8s	4.2s	519.3%	240.3 MB	17.5 GB	39.2 MB	11.6 KB
89	47/1716e8	1743792	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_FIRSTNEIGHBOR:FIRSTNEIGHBOR (Host_Cytoplasm.dorsal_root_ganglia)	COMPLETED	0	2026-01-03 17:53:41.134	11.4s	2.4s	1308.2%	200.1 MB	17.5 GB	39.9 MB	996 KB
53	77/73070d	1718807	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_RWR:RWR (Host_Cytoplasm.amygdala)	COMPLETED	0	2026-01-03 17:53:11.542	41.3s	34.4s	7848.9%	3.3 GB	21.4 GB	15.8 MB	4 KB
83	53/753fc0	1738634	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUSTBIASAWARE:ROBUSTBIASAWARE (Host_Cytoplasm.hypothalamus)	COMPLETED	0	2026-01-03 17:53:32.687	20.4s	17s	111.6%	278 MB	17.2 GB	41.2 MB	24.8 KB
93	7b/c5af78	1744859	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKANNOTATION (Host_Cytoplasm.amygdala.no_tool)	COMPLETED	0	2026-01-03 17:53:43.564	9.7s	2.3s	1358.8%	191 MB	17.5 GB	39.8 MB	13 KB
94	81/644156	1745591	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKANNOTATION (Host_Cytoplasm.salivary_gland.no_tool)	COMPLETED	0	2026-01-03 17:53:44.420	9s	2.2s	1144.8%	202.2 MB	17.5 GB	39.9 MB	13 KB
95	36/bec4e6	1745895	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKANNOTATION (Host_Cytoplasm.uniprot_ppi.no_tool)	COMPLETED	0	2026-01-03 17:53:44.930	8.7s	2.4s	1091.0%	198.1 MB	17.5 GB	40.2 MB	13.2 KB
72	34/afa978	1732501	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_DIAMOND:DIAMOND (Host_Cytoplasm.brain)	COMPLETED	0	2026-01-03 17:53:23.667	30.4s	26.9s	121.2%	200.8 MB	5.4 GB	14.4 MB	7 KB
86	a5/a9ed7e	1743058	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:GT_ROBUST:ROBUST (Host_Cytoplasm.dorsal_root_ganglia)	COMPLETED	0	2026-01-03 17:53:38.977	15.8s	10.7s	119.3%	271.7 MB	2.8 GB	19.2 MB	23.5 KB
100	59/4e92c8	1749643	NFCORE_DISEASEMODULEDISCOVERY:DISEASEMODULEDISCOVERY:NETWORKEXPANSION:MODULEPARSER (Host_Cytoplasm.amygdala.robust)	COMPLETED	0	2026-01-03 17:53:50.038	7.4s	2.3s	1331.7%	200.8 MB	17.5 GB	39.9 MB	20.5 KB
