drugbank_id,drug_score,drug_neg_log_score,drug_name,drug_atc_code,drug_atc_label,uniprot_id,symbol,ensembl_id
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,Q13547,HDAC1,ENSG00000116478
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,Q9UQL6,HDAC5,ENSG00000108840
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,Q92769,HDAC2,ENSG00000196591
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,P09884,POLA1,ENSG00000101868
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,P12268,IMPDH2,ENSG00000178035
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,P07947,YES1,ENSG00000176105
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,P06241,FYN,ENSG00000010810
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,P56524,HDAC4,ENSG00000068024
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,Q8WUI4,HDAC7,ENSG00000061273
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,O15379,HDAC3,ENSG00000171720
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,Q9UKV0,HDAC9,ENSG00000048052
DB00143,6.374031065955237e-05,4.195585824178876,Glutathione,V03,All other therapeutic products ,P12931,SRC,ENSG00000197122
DB03310,6.052342276400677e-05,4.21807651942136,,,,Q13547,HDAC1,ENSG00000116478
DB03310,6.052342276400677e-05,4.21807651942136,,,,Q9UQL6,HDAC5,ENSG00000108840
DB03310,6.052342276400677e-05,4.21807651942136,,,,Q92769,HDAC2,ENSG00000196591
DB03310,6.052342276400677e-05,4.21807651942136,,,,P09884,POLA1,ENSG00000101868
DB03310,6.052342276400677e-05,4.21807651942136,,,,P12268,IMPDH2,ENSG00000178035
DB03310,6.052342276400677e-05,4.21807651942136,,,,P07947,YES1,ENSG00000176105
DB03310,6.052342276400677e-05,4.21807651942136,,,,P06241,FYN,ENSG00000010810
DB03310,6.052342276400677e-05,4.21807651942136,,,,P56524,HDAC4,ENSG00000068024
DB03310,6.052342276400677e-05,4.21807651942136,,,,Q8WUI4,HDAC7,ENSG00000061273
DB03310,6.052342276400677e-05,4.21807651942136,,,,O15379,HDAC3,ENSG00000171720
DB03310,6.052342276400677e-05,4.21807651942136,,,,Q9UKV0,HDAC9,ENSG00000048052
DB03310,6.052342276400677e-05,4.21807651942136,,,,P12931,SRC,ENSG00000197122
DB03619,5.638338736532237e-05,4.248848836412687,,,,Q13547,HDAC1,ENSG00000116478
DB03619,5.638338736532237e-05,4.248848836412687,,,,Q9UQL6,HDAC5,ENSG00000108840
DB03619,5.638338736532237e-05,4.248848836412687,,,,Q92769,HDAC2,ENSG00000196591
DB03619,5.638338736532237e-05,4.248848836412687,,,,P09884,POLA1,ENSG00000101868
DB03619,5.638338736532237e-05,4.248848836412687,,,,P12268,IMPDH2,ENSG00000178035
DB03619,5.638338736532237e-05,4.248848836412687,,,,P07947,YES1,ENSG00000176105
DB03619,5.638338736532237e-05,4.248848836412687,,,,P06241,FYN,ENSG00000010810
DB03619,5.638338736532237e-05,4.248848836412687,,,,P56524,HDAC4,ENSG00000068024
DB03619,5.638338736532237e-05,4.248848836412687,,,,Q8WUI4,HDAC7,ENSG00000061273
DB03619,5.638338736532237e-05,4.248848836412687,,,,O15379,HDAC3,ENSG00000171720
DB03619,5.638338736532237e-05,4.248848836412687,,,,Q9UKV0,HDAC9,ENSG00000048052
DB03619,5.638338736532237e-05,4.248848836412687,,,,P12931,SRC,ENSG00000197122
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,Q13547,HDAC1,ENSG00000116478
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,Q9UQL6,HDAC5,ENSG00000108840
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,Q92769,HDAC2,ENSG00000196591
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,P09884,POLA1,ENSG00000101868
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,P12268,IMPDH2,ENSG00000178035
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,P07947,YES1,ENSG00000176105
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,P06241,FYN,ENSG00000010810
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,P56524,HDAC4,ENSG00000068024
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,Q8WUI4,HDAC7,ENSG00000061273
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,O15379,HDAC3,ENSG00000171720
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,Q9UKV0,HDAC9,ENSG00000048052
DB12010,5.397815892568735e-05,4.267781932340642,Fostamatinib,B02,Antihemorrhagics ,P12931,SRC,ENSG00000197122
DB07613,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB07613,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB07613,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB07613,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB07613,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB07613,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB07613,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB07613,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB07613,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB07613,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB07613,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB07613,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB01897,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB01897,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB01897,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB01897,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB01897,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB01897,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB01897,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB01897,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB01897,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB01897,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB01897,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB01897,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB07616,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB07616,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB07616,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB07616,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB07616,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB07616,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB07616,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB07616,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB07616,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB07616,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB07616,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB07616,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB07917,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB07917,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB07917,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB07917,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB07917,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB07917,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB07917,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB07917,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB07917,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB07917,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB07917,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB07917,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,Q13547,HDAC1,ENSG00000116478
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,Q92769,HDAC2,ENSG00000196591
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,P09884,POLA1,ENSG00000101868
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,P12268,IMPDH2,ENSG00000178035
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,P07947,YES1,ENSG00000176105
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,P06241,FYN,ENSG00000010810
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,P56524,HDAC4,ENSG00000068024
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,O15379,HDAC3,ENSG00000171720
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB13215,5.1144515591878176e-05,4.291200930395346,Sulfobromophthalein,V04,Diagnostic agents ,P12931,SRC,ENSG00000197122
DB08790,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB08790,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB08790,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB08790,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB08790,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB08790,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB08790,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB08790,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB08790,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB08790,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB08790,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB08790,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB08313,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB08313,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB08313,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB08313,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB08313,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB08313,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB08313,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB08313,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB08313,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB08313,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB08313,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB08313,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB08695,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB08695,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB08695,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB08695,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB08695,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB08695,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB08695,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB08695,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB08695,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB08695,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB08695,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB08695,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB07614,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB07614,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB07614,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB07614,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB07614,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB07614,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB07614,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB07614,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB07614,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB07614,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB07614,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB07614,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB07615,5.1144515591878176e-05,4.291200930395346,,,,Q13547,HDAC1,ENSG00000116478
DB07615,5.1144515591878176e-05,4.291200930395346,,,,Q9UQL6,HDAC5,ENSG00000108840
DB07615,5.1144515591878176e-05,4.291200930395346,,,,Q92769,HDAC2,ENSG00000196591
DB07615,5.1144515591878176e-05,4.291200930395346,,,,P09884,POLA1,ENSG00000101868
DB07615,5.1144515591878176e-05,4.291200930395346,,,,P12268,IMPDH2,ENSG00000178035
DB07615,5.1144515591878176e-05,4.291200930395346,,,,P07947,YES1,ENSG00000176105
DB07615,5.1144515591878176e-05,4.291200930395346,,,,P06241,FYN,ENSG00000010810
DB07615,5.1144515591878176e-05,4.291200930395346,,,,P56524,HDAC4,ENSG00000068024
DB07615,5.1144515591878176e-05,4.291200930395346,,,,Q8WUI4,HDAC7,ENSG00000061273
DB07615,5.1144515591878176e-05,4.291200930395346,,,,O15379,HDAC3,ENSG00000171720
DB07615,5.1144515591878176e-05,4.291200930395346,,,,Q9UKV0,HDAC9,ENSG00000048052
DB07615,5.1144515591878176e-05,4.291200930395346,,,,P12931,SRC,ENSG00000197122
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB01268,5.031198001071835e-05,4.298328590827538,Sunitinib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB09079,4.2760398490095736e-05,4.368958256193772,Nintedanib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB06595,3.8925808445922034e-05,4.409762358850868,Midostaurin,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,O15379,HDAC3,ENSG00000171720
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,Q9UKV0,HDAC9,ENSG00000048052
DB06616,3.840540202643916e-05,4.415607684349419,Bosutinib,L01,Antineoplastic agents ,P12931,SRC,ENSG00000197122
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,Q13547,HDAC1,ENSG00000116478
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,Q9UQL6,HDAC5,ENSG00000108840
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,Q92769,HDAC2,ENSG00000196591
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,P09884,POLA1,ENSG00000101868
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,P12268,IMPDH2,ENSG00000178035
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,P07947,YES1,ENSG00000176105
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,P06241,FYN,ENSG00000010810
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,P56524,HDAC4,ENSG00000068024
DB08865,2.8431333550814027e-05,4.546202769568184,Crizotinib,L01,Antineoplastic agents ,Q8WUI4,HDAC7,ENSG00000061273
