Sample	drugstone_link	link_raw
Virion_Components.brain.robust_bias_aware	<a href=https://drugst.one/?id=6d652fed97f44fb9b23d19676d4957b3>Virion_Components.brain.robust_bias_aware</a>	https://drugst.one/?id=6d652fed97f44fb9b23d19676d4957b3
Virion_Components.brain.rwr	<a href=https://drugst.one/?id=a7615120a1824a7ea6d69d72ddf627a4>Virion_Components.brain.rwr</a>	https://drugst.one/?id=a7615120a1824a7ea6d69d72ddf627a4
Virion_Components.dorsal_root_ganglia.diamond	<a href=https://drugst.one/?id=e30f18852cbf418e80f85ad9f099bf97>Virion_Components.dorsal_root_ganglia.diamond</a>	https://drugst.one/?id=e30f18852cbf418e80f85ad9f099bf97
Virion_Components.dorsal_root_ganglia.domino	<a href=https://drugst.one/?id=6aabbcc9585b4c90b2579fd726f16028>Virion_Components.dorsal_root_ganglia.domino</a>	https://drugst.one/?id=6aabbcc9585b4c90b2579fd726f16028
Virion_Components.dorsal_root_ganglia.no_tool	<a href=https://drugst.one/?id=2d2d524212ff4c009f9566b61915bd7f>Virion_Components.dorsal_root_ganglia.no_tool</a>	https://drugst.one/?id=2d2d524212ff4c009f9566b61915bd7f
Virion_Components.dorsal_root_ganglia.robust	<a href=https://drugst.one/?id=46bc12d8222b47baa0b5af91416caa3a>Virion_Components.dorsal_root_ganglia.robust</a>	https://drugst.one/?id=46bc12d8222b47baa0b5af91416caa3a
Virion_Components.dorsal_root_ganglia.robust_bias_aware	<a href=https://drugst.one/?id=6c485acdf2e347889d0843890b2fba5a>Virion_Components.dorsal_root_ganglia.robust_bias_aware</a>	https://drugst.one/?id=6c485acdf2e347889d0843890b2fba5a
Virion_Components.dorsal_root_ganglia.rwr	<a href=https://drugst.one/?id=f676a0633a024b688326ee070abd8d97>Virion_Components.dorsal_root_ganglia.rwr</a>	https://drugst.one/?id=f676a0633a024b688326ee070abd8d97
Virion_Components.hypothalamus.diamond	<a href=https://drugst.one/?id=fc0e27c49e2d4b22bdbe091e04810aeb>Virion_Components.hypothalamus.diamond</a>	https://drugst.one/?id=fc0e27c49e2d4b22bdbe091e04810aeb
Virion_Components.hypothalamus.domino	<a href=https://drugst.one/?id=da51d4d07ea648dab4cb278f2ae8754e>Virion_Components.hypothalamus.domino</a>	https://drugst.one/?id=da51d4d07ea648dab4cb278f2ae8754e
Virion_Components.hypothalamus.no_tool	<a href=https://drugst.one/?id=ed27ad7ca86c48a9bb99abd7c201e573>Virion_Components.hypothalamus.no_tool</a>	https://drugst.one/?id=ed27ad7ca86c48a9bb99abd7c201e573
Virion_Components.hypothalamus.robust	<a href=https://drugst.one/?id=ecc4fb75836d4de19ddb882970e03399>Virion_Components.hypothalamus.robust</a>	https://drugst.one/?id=ecc4fb75836d4de19ddb882970e03399
Virion_Components.hypothalamus.robust_bias_aware	<a href=https://drugst.one/?id=95d400891c2f4fc0b67b067369209ef9>Virion_Components.hypothalamus.robust_bias_aware</a>	https://drugst.one/?id=95d400891c2f4fc0b67b067369209ef9
Virion_Components.hypothalamus.rwr	<a href=https://drugst.one/?id=485114bb8ceb4e95b5f3526d38e78268>Virion_Components.hypothalamus.rwr</a>	https://drugst.one/?id=485114bb8ceb4e95b5f3526d38e78268
Virion_Components.salivary_gland.diamond	<a href=https://drugst.one/?id=99a54dc079db4d7db15524ab0e9a86c3>Virion_Components.salivary_gland.diamond</a>	https://drugst.one/?id=99a54dc079db4d7db15524ab0e9a86c3
Virion_Components.salivary_gland.domino	<a href=https://drugst.one/?id=b555b921858046509c53e36efceb347c>Virion_Components.salivary_gland.domino</a>	https://drugst.one/?id=b555b921858046509c53e36efceb347c
Virion_Components.salivary_gland.no_tool	<a href=https://drugst.one/?id=9037f28cc4cd434d84efb12998f0b927>Virion_Components.salivary_gland.no_tool</a>	https://drugst.one/?id=9037f28cc4cd434d84efb12998f0b927
Virion_Components.salivary_gland.robust	<a href=https://drugst.one/?id=9d13119357c947d9a719ef19ee3199d5>Virion_Components.salivary_gland.robust</a>	https://drugst.one/?id=9d13119357c947d9a719ef19ee3199d5
Virion_Components.salivary_gland.robust_bias_aware	<a href=https://drugst.one/?id=ab6bdea92e554db6bd50b26fd45cc29a>Virion_Components.salivary_gland.robust_bias_aware</a>	https://drugst.one/?id=ab6bdea92e554db6bd50b26fd45cc29a
Virion_Components.salivary_gland.rwr	<a href=https://drugst.one/?id=e61f223f13004a07b51aacb4d274dcf1>Virion_Components.salivary_gland.rwr</a>	https://drugst.one/?id=e61f223f13004a07b51aacb4d274dcf1
Virion_Components.uniprot_ppi.diamond	<a href=https://drugst.one/?id=31a22a6608ae4199978b570f3a975733>Virion_Components.uniprot_ppi.diamond</a>	https://drugst.one/?id=31a22a6608ae4199978b570f3a975733
Virion_Components.uniprot_ppi.domino	<a href=https://drugst.one/?id=c87eccd17c6f4c06a01cccd92f2218a7>Virion_Components.uniprot_ppi.domino</a>	https://drugst.one/?id=c87eccd17c6f4c06a01cccd92f2218a7
Virion_Components.uniprot_ppi.no_tool	<a href=https://drugst.one/?id=85b2becea7614306892fc1fad584111d>Virion_Components.uniprot_ppi.no_tool</a>	https://drugst.one/?id=85b2becea7614306892fc1fad584111d
Virion_Components.uniprot_ppi.robust	<a href=https://drugst.one/?id=a5e3a608585f4881815b43df7c93cee6>Virion_Components.uniprot_ppi.robust</a>	https://drugst.one/?id=a5e3a608585f4881815b43df7c93cee6
Virion_Components.uniprot_ppi.robust_bias_aware	<a href=https://drugst.one/?id=c140dc0ed24b483286d5d3284a620859>Virion_Components.uniprot_ppi.robust_bias_aware</a>	https://drugst.one/?id=c140dc0ed24b483286d5d3284a620859
Virion_Components.uniprot_ppi.rwr	<a href=https://drugst.one/?id=4a849c66a8404391a4e4a9a17ac53135>Virion_Components.uniprot_ppi.rwr</a>	https://drugst.one/?id=4a849c66a8404391a4e4a9a17ac53135
